year_end,tract_2010,parcels,city_owned
1995,55079004400,468,2
1995,55079004500,653,1
1995,55079004600,769,2
1995,55079004700,1088,5
1995,55079004800,1007,3
1995,55079004900,1202,0
1995,55079005000,1369,1
1995,55079005100,731,0
1995,55079005200,571,0
1995,55079005300,707,0
1995,55079005400,1372,0
1995,55079005500,1209,0
1995,55079005600,778,0
1995,55079005700,854,0
1995,55079005800,968,0
1995,55079005900,915,1
1995,55079006000,521,0
1995,55079006100,569,0
1995,55079006200,596,5
1995,55079006300,639,5
1995,55079006400,647,7
1995,55079006500,672,6
1995,55079006600,844,7
1995,55079006700,357,2
1995,55079006800,693,8
1995,55079006900,566,5
1995,55079007000,632,7
1995,55079007100,479,0
1995,55079007200,779,0
1995,55079007300,546,0
1995,55079007400,423,0
1995,55079007500,723,0
1995,55079007600,375,0
1995,55079007700,488,0
1995,55079007800,549,0
1995,55079007900,393,0
1995,55079008000,427,0
1995,55079008100,307,2
1995,55079008400,349,7
1995,55079008500,311,5
1995,55079008600,359,6
1995,55079008700,380,9
1995,55079008800,488,3
1995,55079008900,386,3
1995,55079009000,516,7
1995,55079009100,564,4
1995,55079009200,368,0
1995,55079009300,726,0
1995,55079009400,750,0
1995,55079009500,625,0
1995,55079009600,536,9
1995,55079009700,331,5
1995,55079009800,321,4
1995,55079009900,370,5
1995,55079010600,270,3
1995,55079010700,410,3
1995,55079010800,236,0
1995,55079011000,318,0
1995,55079011100,117,0
1995,55079011200,298,1
1995,55079011300,119,0
1995,55079011400,91,0
1995,55079012200,456,7
1995,55079012300,172,2
1995,55079012400,632,0
1995,55079012500,559,0
1995,55079012600,699,0
1995,55079012700,426,0
1995,55079012800,627,0
1995,55079012900,911,0
1995,55079013000,493,0
1995,55079013300,294,0
1995,55079013400,348,14
1995,55079013500,53,0
1995,55079013600,169,0
1995,55079013700,121,0
1995,55079014300,227,0
1995,55079014400,21,0
1995,55079014600,75,1
1995,55079014700,71,10
1995,55079014800,84,0
1995,55079014900,111,2
1995,55079015700,483,1
1995,55079015800,408,1
1995,55079015900,496,1
1995,55079016000,497,0
1995,55079016100,619,0
1995,55079016200,542,0
1995,55079016300,789,2
1995,55079016400,682,2
1995,55079016500,426,2
1995,55079016600,319,2
1995,55079016700,451,1
1995,55079016800,492,0
1995,55079016900,636,0
1995,55079017000,962,0
1995,55079017100,483,0
1995,55079017200,469,0
1995,55079017300,672,0
1995,55079017400,418,0
1995,55079017500,614,0
1995,55079017600,438,0
1995,55079017900,681,0
1995,55079018000,655,0
1995,55079018100,706,0
1995,55079018200,534,0
1995,55079018300,632,2
1995,55079018400,442,0
1995,55079018500,604,0
1995,55079018600,464,0
1995,55079018700,542,0
1995,55079018800,345,0
1995,55079018900,368,0
1995,55079019000,1352,0
1995,55079019100,612,0
1995,55079019200,1146,0
1995,55079019300,969,0
1995,55079019400,800,0
1995,55079019500,1016,0
1995,55079019600,999,0
1995,55079019700,1330,0
1995,55079019800,1596,0
1995,55079019900,994,0
1995,55079020000,622,0
1995,55079020100,710,0
1995,55079020200,955,0
1995,55079020300,1123,0
1995,55079020400,626,0
1995,55079020500,639,1
1995,55079020600,1246,0
1995,55079020700,1402,0
1995,55079020800,1041,1
1995,55079020900,826,0
1995,55079021000,779,0
1995,55079021100,523,0
1995,55079021200,467,0
1995,55079021300,312,0
1995,55079021400,412,0
1995,55079021500,887,0
1995,55079021600,1234,0
1995,55079021700,1871,0
1995,55079021800,468,1
1995,55079060200,19,0
1995,55079080400,2,0
1995,55079090200,12,0
1995,55079091000,22,0
1995,55079091300,9,0
1995,55079091400,7,0
1995,55079101600,10,0
1995,55079110100,23,0
1995,55079120300,12,0
1995,55079120400,33,0
1995,55079120502,10,0
1995,55079185100,8,0
1995,55079185200,22,0
1995,55079185400,417,5
1995,55079185500,325,4
1995,55079185600,362,2
1995,55079185700,469,7
1995,55079185800,319,8
1995,55079185900,200,4
1995,55079186000,71,0
1995,55079186100,281,0
1995,55079186200,216,0
1995,55079186400,3,0
1995,55079186500,305,1
1995,55079186600,401,1
1995,55079186800,68,0
1995,55079186900,68,0
1995,55079187000,382,0
1995,55079187400,1,0
1995,55079980000,14,0
1996,55079000101,602,0
1996,55079000102,932,0
1996,55079000201,871,0
1996,55079000202,1164,1
1996,55079000301,650,0
1996,55079000302,409,1
1996,55079000303,457,0
1996,55079000304,1006,0
1996,55079000400,370,0
1996,55079000501,734,0
1996,55079000502,456,0
1996,55079000600,1453,0
1996,55079000700,967,0
1996,55079000800,1184,0
1996,55079000900,655,1
1996,55079001000,985,0
1996,55079001100,517,2
1996,55079001200,472,0
1996,55079001300,905,0
1996,55079001400,327,0
1996,55079001500,600,0
1996,55079001600,606,1
1996,55079001700,956,1
1996,55079001800,580,0
1996,55079001900,844,1
1996,55079002000,713,0
1996,55079002100,574,0
1996,55079002200,573,1
1996,55079002300,1132,1
1996,55079002400,536,2
1996,55079002500,555,0
1996,55079002600,836,1
1996,55079002700,624,0
1996,55079002800,576,0
1996,55079002900,664,1
1996,55079003000,1198,0
1996,55079003100,1051,1
1996,55079003200,846,0
1996,55079003300,1143,0
1996,55079003400,1425,0
1996,55079003500,1046,0
1996,55079003600,545,0
1996,55079003700,778,0
1996,55079003800,673,0
1996,55079003900,783,0
1996,55079004000,542,0
1996,55079004100,808,1
1996,55079004200,693,2
1996,55079004300,1469,4
1996,55079004400,467,2
1996,55079004500,654,7
1996,55079004600,766,2
1996,55079004700,1084,2
1996,55079004800,1005,6
1996,55079004900,1202,0
1996,55079005000,1369,0
1996,55079005100,731,0
1996,55079005200,571,0
1996,55079005300,707,0
1996,55079005400,1372,1
1996,55079005500,1209,0
1996,55079005600,778,0
1996,55079005700,854,0
1996,55079005800,967,0
1996,55079005900,913,0
1996,55079006000,521,0
1996,55079006100,568,2
1996,55079006200,590,2
1996,55079006300,630,4
1996,55079006400,631,7
1996,55079006500,665,5
1996,55079006600,825,9
1996,55079006700,346,3
1996,55079006800,680,6
1996,55079006900,558,6
1996,55079007000,622,4
1996,55079007100,478,1
1996,55079007200,779,1
1996,55079007300,546,0
1996,55079007400,424,0
1996,55079007500,723,0
1996,55079007600,375,0
1996,55079007700,488,0
1996,55079007800,549,0
1996,55079007900,394,0
1996,55079008000,426,0
1996,55079008100,304,3
1996,55079008400,340,6
1996,55079008500,300,8
1996,55079008600,343,7
1996,55079008700,359,1
1996,55079008800,474,10
1996,55079008900,363,2
1996,55079009000,501,5
1996,55079009100,563,2
1996,55079009200,369,2
1996,55079009300,726,0
1996,55079009400,750,0
1996,55079009500,624,0
1996,55079009600,516,10
1996,55079009700,323,2
1996,55079009800,305,5
1996,55079009900,344,4
1996,55079010600,269,0
1996,55079010700,409,0
1996,55079010800,237,0
1996,55079011000,314,0
1996,55079011100,116,0
1996,55079011200,298,0
1996,55079011300,119,0
1996,55079011400,92,0
1996,55079012200,449,3
1996,55079012300,169,0
1996,55079012400,633,1
1996,55079012500,560,0
1996,55079012600,699,0
1996,55079012700,426,0
1996,55079012800,627,0
1996,55079012900,911,0
1996,55079013000,494,0
1996,55079013300,295,0
1996,55079013400,347,2
1996,55079013500,55,1
1996,55079013600,169,1
1996,55079013700,121,0
1996,55079014300,228,0
1996,55079014400,21,0
1996,55079014600,75,1
1996,55079014700,69,9
1996,55079014800,84,1
1996,55079014900,105,0
1996,55079015700,480,2
1996,55079015800,406,0
1996,55079015900,497,0
1996,55079016000,497,0
1996,55079016100,621,0
1996,55079016200,541,0
1996,55079016300,788,0
1996,55079016400,679,0
1996,55079016500,420,1
1996,55079016600,315,0
1996,55079016700,450,0
1996,55079016800,490,2
1996,55079016900,636,0
1996,55079017000,962,0
1996,55079017100,484,0
1996,55079017200,469,0
1996,55079017300,672,1
1996,55079017400,419,0
1996,55079017500,613,1
1996,55079017600,438,0
1996,55079017900,681,0
1996,55079018000,655,0
1996,55079018100,700,0
1996,55079018200,534,0
1996,55079018300,632,0
1996,55079018400,442,0
1996,55079018500,605,0
1996,55079018600,465,0
1996,55079018700,542,0
1996,55079018800,347,0
1996,55079018900,368,0
1996,55079019000,1352,0
1996,55079019100,612,0
1996,55079019200,1146,1
1996,55079019300,969,0
1996,55079019400,800,0
1996,55079019500,1016,0
1996,55079019600,999,0
1996,55079019700,1330,0
1996,55079019800,1594,0
1996,55079019900,994,0
1996,55079020000,622,0
1996,55079020100,710,0
1996,55079020200,955,0
1996,55079020300,1123,0
1996,55079020400,626,0
1996,55079020500,638,0
1996,55079020600,1246,1
1996,55079020700,1402,0
1996,55079020800,1041,0
1996,55079020900,826,1
1996,55079021000,779,0
1996,55079021100,523,0
1996,55079021200,467,0
1996,55079021300,312,0
1996,55079021400,413,0
1996,55079021500,886,0
1996,55079021600,1234,0
1996,55079021700,1876,0
1996,55079021800,467,0
1996,55079060200,19,0
1996,55079080400,2,0
1996,55079090200,12,0
1996,55079091000,22,0
1996,55079091300,9,0
1996,55079091400,7,0
1996,55079101600,10,0
1996,55079110100,23,0
1996,55079120300,12,0
1996,55079120400,33,0
1996,55079120502,10,0
1996,55079185100,8,0
1996,55079185200,22,0
1996,55079185400,410,7
1996,55079185500,319,1
1996,55079185600,356,2
1996,55079185700,456,3
1996,55079185800,304,4
1996,55079185900,193,4
1996,55079186000,70,0
1996,55079186100,282,1
1996,55079186200,215,1
1996,55079186400,3,0
1996,55079186500,302,2
1996,55079186600,400,0
1996,55079186800,68,0
1996,55079186900,66,0
1996,55079187000,381,0
1996,55079187400,1,0
1996,55079980000,14,0
1997,55079000101,602,0
1997,55079000102,932,0
1997,55079000201,872,0
1997,55079000202,1176,0
1997,55079000301,653,0
1997,55079000302,425,0
1997,55079000303,459,0
1997,55079000304,1010,0
1997,55079000400,370,0
1997,55079000501,734,0
1997,55079000502,456,0
1997,55079000600,1453,0
1997,55079000700,966,0
1997,55079000800,1184,0
1997,55079000900,651,0
1997,55079001000,985,0
1997,55079001100,517,1
1997,55079001200,472,0
1997,55079001300,907,1
1997,55079001400,327,0
1997,55079001500,600,0
1997,55079001600,606,0
1997,55079001700,954,0
1997,55079001800,580,0
1997,55079001900,842,1
1997,55079002000,713,0
1997,55079002100,574,1
1997,55079002200,574,0
1997,55079002300,1132,1
1997,55079002400,533,2
1997,55079002500,555,0
1997,55079002600,838,0
1997,55079002700,624,0
1997,55079002800,576,0
1997,55079002900,662,0
1997,55079003000,1198,0
1997,55079003100,1050,0
1997,55079003200,846,0
1997,55079003300,1145,0
1997,55079003400,1426,0
1997,55079003500,1046,0
1997,55079003600,544,0
1997,55079003700,777,0
1997,55079003800,672,0
1997,55079003900,783,1
1997,55079004000,542,1
1997,55079004100,807,0
1997,55079004200,694,0
1997,55079004300,1469,0
1997,55079004400,465,3
1997,55079004500,649,1
1997,55079004600,765,0
1997,55079004700,1085,2
1997,55079004800,1003,5
1997,55079004900,1203,0
1997,55079005000,1369,0
1997,55079005100,731,0
1997,55079005200,572,0
1997,55079005300,708,0
1997,55079005400,1373,0
1997,55079005500,1209,0
1997,55079005600,778,0
1997,55079005700,854,0
1997,55079005800,967,1
1997,55079005900,912,0
1997,55079006000,521,0
1997,55079006100,568,0
1997,55079006200,589,3
1997,55079006300,622,5
1997,55079006400,625,4
1997,55079006500,660,2
1997,55079006600,817,8
1997,55079006700,344,3
1997,55079006800,674,7
1997,55079006900,546,3
1997,55079007000,617,2
1997,55079007100,477,0
1997,55079007200,778,0
1997,55079007300,546,0
1997,55079007400,424,0
1997,55079007500,723,0
1997,55079007600,374,0
1997,55079007700,487,0
1997,55079007800,549,0
1997,55079007900,395,0
1997,55079008000,424,0
1997,55079008100,296,1
1997,55079008400,334,5
1997,55079008500,295,1
1997,55079008600,340,7
1997,55079008700,354,4
1997,55079008800,465,6
1997,55079008900,341,2
1997,55079009000,487,5
1997,55079009100,557,1
1997,55079009200,368,0
1997,55079009300,726,0
1997,55079009400,751,0
1997,55079009500,624,0
1997,55079009600,509,5
1997,55079009700,317,1
1997,55079009800,293,5
1997,55079009900,339,3
1997,55079010600,270,0
1997,55079010700,407,0
1997,55079010800,237,0
1997,55079011000,313,0
1997,55079011100,116,0
1997,55079011200,298,0
1997,55079011300,119,0
1997,55079011400,94,0
1997,55079012200,442,3
1997,55079012300,169,0
1997,55079012400,633,0
1997,55079012500,560,0
1997,55079012600,699,0
1997,55079012700,428,0
1997,55079012800,627,0
1997,55079012900,911,0
1997,55079013000,494,0
1997,55079013300,296,0
1997,55079013400,348,5
1997,55079013500,54,0
1997,55079013600,170,0
1997,55079013700,121,0
1997,55079014300,226,0
1997,55079014400,21,0
1997,55079014600,71,1
1997,55079014700,71,8
1997,55079014800,84,0
1997,55079014900,105,0
1997,55079015700,477,3
1997,55079015800,406,0
1997,55079015900,497,0
1997,55079016000,497,0
1997,55079016100,621,1
1997,55079016200,543,0
1997,55079016300,788,0
1997,55079016400,681,1
1997,55079016500,411,1
1997,55079016600,313,1
1997,55079016700,451,0
1997,55079016800,490,0
1997,55079016900,637,2
1997,55079017000,960,0
1997,55079017100,484,0
1997,55079017200,469,0
1997,55079017300,672,1
1997,55079017400,418,0
1997,55079017500,612,0
1997,55079017600,438,0
1997,55079017900,682,0
1997,55079018000,654,0
1997,55079018100,699,0
1997,55079018200,536,0
1997,55079018300,632,0
1997,55079018400,443,0
1997,55079018500,605,0
1997,55079018600,466,0
1997,55079018700,542,0
1997,55079018800,346,0
1997,55079018900,368,0
1997,55079019000,1352,0
1997,55079019100,613,0
1997,55079019200,1146,0
1997,55079019300,969,0
1997,55079019400,803,0
1997,55079019500,1019,0
1997,55079019600,999,0
1997,55079019700,1332,0
1997,55079019800,1594,0
1997,55079019900,995,1
1997,55079020000,622,0
1997,55079020100,709,0
1997,55079020200,955,0
1997,55079020300,1123,0
1997,55079020400,627,0
1997,55079020500,638,0
1997,55079020600,1246,0
1997,55079020700,1402,0
1997,55079020800,1039,0
1997,55079020900,828,0
1997,55079021000,779,0
1997,55079021100,523,0
1997,55079021200,467,0
1997,55079021300,312,0
1997,55079021400,413,0
1997,55079021500,888,0
1997,55079021600,1235,0
1997,55079021700,1875,0
1997,55079021800,468,0
1997,55079060200,19,0
1997,55079080400,2,0
1997,55079090200,12,0
1997,55079091000,23,0
1997,55079091300,9,0
1997,55079091400,7,0
1997,55079101600,10,0
1997,55079110100,23,0
1997,55079120300,14,0
1997,55079120400,33,0
1997,55079120502,10,0
1997,55079185100,8,0
1997,55079185200,22,0
1997,55079185400,401,4
1997,55079185500,323,3
1997,55079185600,354,3
1997,55079185700,455,5
1997,55079185800,324,3
1997,55079185900,188,1
1997,55079186000,69,0
1997,55079186100,283,2
1997,55079186200,214,1
1997,55079186400,3,0
1997,55079186500,301,1
1997,55079186600,401,0
1997,55079186800,68,0
1997,55079186900,66,0
1997,55079187000,382,0
1997,55079187400,1,0
1997,55079980000,14,0
1998,55079000101,604,0
1998,55079000102,935,0
1998,55079000201,873,1
1998,55079000202,1181,0
1998,55079000301,658,0
1998,55079000302,434,0
1998,55079000303,463,0
1998,55079000304,1010,0
1998,55079000400,370,0
1998,55079000501,735,0
1998,55079000502,456,0
1998,55079000600,1455,1
1998,55079000700,966,0
1998,55079000800,1185,0
1998,55079000900,651,0
1998,55079001000,987,0
1998,55079001100,517,0
1998,55079001200,472,1
1998,55079001300,907,0
1998,55079001400,327,0
1998,55079001500,600,0
1998,55079001600,606,0
1998,55079001700,954,1
1998,55079001800,581,0
1998,55079001900,842,0
1998,55079002000,713,1
1998,55079002100,570,1
1998,55079002200,574,0
1998,55079002300,1133,0
1998,55079002400,534,0
1998,55079002500,555,0
1998,55079002600,837,0
1998,55079002700,621,2
1998,55079002800,575,1
1998,55079002900,663,0
1998,55079003000,1198,0
1998,55079003100,1050,0
1998,55079003200,846,0
1998,55079003300,1145,0
1998,55079003400,1426,0
1998,55079003500,1046,0
1998,55079003600,544,1
1998,55079003700,777,1
1998,55079003800,671,0
1998,55079003900,783,1
1998,55079004000,541,1
1998,55079004100,807,1
1998,55079004200,693,0
1998,55079004300,1471,0
1998,55079004400,463,1
1998,55079004500,650,1
1998,55079004600,766,0
1998,55079004700,1086,3
1998,55079004800,1004,0
1998,55079004900,1203,0
1998,55079005000,1370,0
1998,55079005100,731,0
1998,55079005200,572,0
1998,55079005300,709,0
1998,55079005400,1373,0
1998,55079005500,1209,0
1998,55079005600,778,0
1998,55079005700,853,0
1998,55079005800,967,1
1998,55079005900,912,1
1998,55079006000,521,0
1998,55079006100,568,0
1998,55079006200,586,3
1998,55079006300,616,4
1998,55079006400,616,5
1998,55079006500,658,2
1998,55079006600,812,6
1998,55079006700,341,2
1998,55079006800,669,2
1998,55079006900,547,3
1998,55079007000,615,6
1998,55079007100,477,0
1998,55079007200,778,0
1998,55079007300,547,0
1998,55079007400,424,0
1998,55079007500,724,0
1998,55079007600,372,0
1998,55079007700,487,0
1998,55079007800,549,0
1998,55079007900,395,0
1998,55079008000,424,0
1998,55079008100,292,1
1998,55079008400,328,1
1998,55079008500,296,2
1998,55079008600,339,4
1998,55079008700,349,4
1998,55079008800,454,2
1998,55079008900,338,5
1998,55079009000,478,3
1998,55079009100,554,2
1998,55079009200,368,0
1998,55079009300,726,0
1998,55079009400,751,0
1998,55079009500,625,0
1998,55079009600,505,5
1998,55079009700,313,4
1998,55079009800,284,3
1998,55079009900,333,5
1998,55079010600,270,0
1998,55079010700,407,0
1998,55079010800,237,0
1998,55079011000,312,0
1998,55079011100,116,0
1998,55079011200,297,0
1998,55079011300,119,0
1998,55079011400,93,0
1998,55079012200,440,3
1998,55079012300,169,1
1998,55079012400,633,0
1998,55079012500,560,0
1998,55079012600,698,0
1998,55079012700,428,0
1998,55079012800,627,0
1998,55079012900,912,0
1998,55079013000,494,0
1998,55079013300,296,0
1998,55079013400,345,2
1998,55079013500,56,0
1998,55079013600,177,1
1998,55079013700,122,3
1998,55079014300,224,0
1998,55079014400,21,0
1998,55079014600,68,2
1998,55079014700,71,0
1998,55079014800,83,1
1998,55079014900,104,1
1998,55079015700,475,1
1998,55079015800,403,0
1998,55079015900,496,0
1998,55079016000,497,0
1998,55079016100,622,0
1998,55079016200,544,0
1998,55079016300,789,1
1998,55079016400,681,0
1998,55079016500,408,0
1998,55079016600,313,2
1998,55079016700,452,0
1998,55079016800,491,0
1998,55079016900,635,1
1998,55079017000,961,0
1998,55079017100,484,0
1998,55079017200,469,0
1998,55079017300,672,1
1998,55079017400,417,0
1998,55079017500,612,0
1998,55079017600,437,0
1998,55079017900,681,0
1998,55079018000,654,0
1998,55079018100,697,0
1998,55079018200,536,0
1998,55079018300,635,0
1998,55079018400,443,0
1998,55079018500,606,1
1998,55079018600,469,0
1998,55079018700,542,0
1998,55079018800,346,0
1998,55079018900,367,0
1998,55079019000,1352,0
1998,55079019100,613,0
1998,55079019200,1147,0
1998,55079019300,969,0
1998,55079019400,803,0
1998,55079019500,1020,0
1998,55079019600,999,0
1998,55079019700,1333,0
1998,55079019800,1594,0
1998,55079019900,995,0
1998,55079020000,622,0
1998,55079020100,709,0
1998,55079020200,955,0
1998,55079020300,1123,0
1998,55079020400,627,0
1998,55079020500,638,0
1998,55079020600,1245,0
1998,55079020700,1402,0
1998,55079020800,1042,0
1998,55079020900,829,0
1998,55079021000,778,0
1998,55079021100,523,0
1998,55079021200,467,0
1998,55079021300,314,0
1998,55079021400,413,0
1998,55079021500,905,0
1998,55079021600,1235,0
1998,55079021700,1873,0
1998,55079021800,468,0
1998,55079060200,19,0
1998,55079080400,2,0
1998,55079090200,12,0
1998,55079091000,23,0
1998,55079091300,9,0
1998,55079091400,7,0
1998,55079101600,10,0
1998,55079110100,23,0
1998,55079120300,14,0
1998,55079120400,33,0
1998,55079120502,10,0
1998,55079185100,8,0
1998,55079185200,22,0
1998,55079185400,392,6
1998,55079185500,311,3
1998,55079185600,353,1
1998,55079185700,454,3
1998,55079185800,336,0
1998,55079185900,183,1
1998,55079186000,66,0
1998,55079186100,283,1
1998,55079186200,213,0
1998,55079186400,4,0
1998,55079186500,300,0
1998,55079186600,404,1
1998,55079186800,69,0
1998,55079186900,66,0
1998,55079187000,379,0
1998,55079187400,1,0
1998,55079980000,14,0
1999,55079000101,604,0
1999,55079000102,935,0
1999,55079000201,872,1
1999,55079000202,1193,0
1999,55079000301,660,0
1999,55079000302,443,0
1999,55079000303,466,0
1999,55079000304,1012,0
1999,55079000400,370,0
1999,55079000501,736,0
1999,55079000502,456,1
1999,55079000600,1456,0
1999,55079000700,965,0
1999,55079000800,1186,2
1999,55079000900,652,0
1999,55079001000,987,0
1999,55079001100,516,0
1999,55079001200,472,0
1999,55079001300,907,0
1999,55079001400,329,0
1999,55079001500,600,1
1999,55079001600,607,0
1999,55079001700,955,0
1999,55079001800,581,0
1999,55079001900,842,1
1999,55079002000,712,1
1999,55079002100,569,1
1999,55079002200,574,0
1999,55079002300,1133,0
1999,55079002400,536,2
1999,55079002500,555,5
1999,55079002600,839,6
1999,55079002700,619,9
1999,55079002800,576,1
1999,55079002900,665,0
1999,55079003000,1198,1
1999,55079003100,1052,0
1999,55079003200,847,0
1999,55079003300,1146,0
1999,55079003400,1425,0
1999,55079003500,1047,0
1999,55079003600,544,0
1999,55079003700,777,0
1999,55079003800,671,1
1999,55079003900,783,0
1999,55079004000,542,1
1999,55079004100,807,0
1999,55079004200,693,2
1999,55079004300,1469,1
1999,55079004400,464,0
1999,55079004500,647,4
1999,55079004600,767,2
1999,55079004700,1085,2
1999,55079004800,1002,3
1999,55079004900,1204,0
1999,55079005000,1370,0
1999,55079005100,731,0
1999,55079005200,572,0
1999,55079005300,709,0
1999,55079005400,1373,0
1999,55079005500,1209,0
1999,55079005600,779,0
1999,55079005700,853,0
1999,55079005800,967,0
1999,55079005900,913,0
1999,55079006000,521,0
1999,55079006100,568,0
1999,55079006200,584,4
1999,55079006300,612,4
1999,55079006400,614,4
1999,55079006500,656,5
1999,55079006600,805,8
1999,55079006700,340,2
1999,55079006800,666,6
1999,55079006900,540,3
1999,55079007000,607,2
1999,55079007100,477,1
1999,55079007200,778,0
1999,55079007300,547,0
1999,55079007400,425,0
1999,55079007500,723,0
1999,55079007600,371,0
1999,55079007700,487,0
1999,55079007800,549,0
1999,55079007900,394,0
1999,55079008000,424,0
1999,55079008100,288,2
1999,55079008400,333,0
1999,55079008500,292,2
1999,55079008600,336,6
1999,55079008700,349,3
1999,55079008800,452,3
1999,55079008900,328,5
1999,55079009000,465,1
1999,55079009100,551,2
1999,55079009200,368,1
1999,55079009300,727,0
1999,55079009400,750,1
1999,55079009500,625,0
1999,55079009600,493,5
1999,55079009700,306,3
1999,55079009800,278,2
1999,55079009900,328,6
1999,55079010600,270,1
1999,55079010700,406,1
1999,55079010800,237,0
1999,55079011000,308,0
1999,55079011100,116,0
1999,55079011200,293,0
1999,55079011300,118,0
1999,55079011400,93,0
1999,55079012200,439,2
1999,55079012300,169,1
1999,55079012400,634,0
1999,55079012500,560,0
1999,55079012600,698,1
1999,55079012700,428,0
1999,55079012800,629,0
1999,55079012900,912,0
1999,55079013000,494,0
1999,55079013300,296,1
1999,55079013400,343,2
1999,55079013500,60,0
1999,55079013600,176,0
1999,55079013700,119,1
1999,55079014300,224,0
1999,55079014400,21,0
1999,55079014600,63,2
1999,55079014700,73,4
1999,55079014800,84,0
1999,55079014900,104,0
1999,55079015700,479,0
1999,55079015800,405,0
1999,55079015900,498,0
1999,55079016000,497,0
1999,55079016100,621,0
1999,55079016200,544,0
1999,55079016300,783,0
1999,55079016400,678,4
1999,55079016500,404,0
1999,55079016600,310,0
1999,55079016700,449,0
1999,55079016800,491,0
1999,55079016900,636,1
1999,55079017000,961,1
1999,55079017100,484,0
1999,55079017200,469,0
1999,55079017300,671,0
1999,55079017400,417,0
1999,55079017500,613,0
1999,55079017600,437,1
1999,55079017900,682,0
1999,55079018000,656,0
1999,55079018100,695,0
1999,55079018200,536,0
1999,55079018300,635,0
1999,55079018400,443,0
1999,55079018500,605,0
1999,55079018600,469,0
1999,55079018700,542,0
1999,55079018800,346,0
1999,55079018900,367,0
1999,55079019000,1352,0
1999,55079019100,613,0
1999,55079019200,1147,0
1999,55079019300,970,0
1999,55079019400,803,0
1999,55079019500,1021,0
1999,55079019600,999,0
1999,55079019700,1333,0
1999,55079019800,1596,0
1999,55079019900,995,0
1999,55079020000,623,0
1999,55079020100,709,0
1999,55079020200,955,0
1999,55079020300,1123,0
1999,55079020400,627,0
1999,55079020500,637,0
1999,55079020600,1245,0
1999,55079020700,1402,0
1999,55079020800,1043,0
1999,55079020900,829,0
1999,55079021000,779,0
1999,55079021100,523,0
1999,55079021200,467,0
1999,55079021300,314,0
1999,55079021400,414,0
1999,55079021500,912,0
1999,55079021600,1234,0
1999,55079021700,1867,0
1999,55079021800,468,0
1999,55079060200,19,0
1999,55079080400,2,0
1999,55079090200,12,0
1999,55079091000,23,0
1999,55079091300,9,0
1999,55079091400,7,0
1999,55079101600,10,0
1999,55079110100,23,0
1999,55079120300,14,0
1999,55079120400,33,0
1999,55079120502,10,0
1999,55079185100,8,0
1999,55079185200,22,0
1999,55079185400,383,2
1999,55079185500,323,2
1999,55079185600,351,1
1999,55079185700,446,3
1999,55079185800,346,2
1999,55079185900,175,0
1999,55079186000,66,0
1999,55079186100,279,2
1999,55079186200,213,0
1999,55079186400,4,0
1999,55079186500,297,0
1999,55079186600,402,0
1999,55079186800,69,0
1999,55079186900,67,0
1999,55079187000,378,0
1999,55079187400,1,0
1999,55079980000,14,0
2000,55079000101,603,0
2000,55079000102,935,0
2000,55079000201,871,42
2000,55079000202,1198,1
2000,55079000301,661,0
2000,55079000302,459,0
2000,55079000303,468,0
2000,55079000304,1012,0
2000,55079000400,373,0
2000,55079000501,738,0
2000,55079000502,456,1
2000,55079000600,1454,0
2000,55079000700,964,0
2000,55079000800,1185,1
2000,55079000900,652,0
2000,55079001000,987,0
2000,55079001100,513,0
2000,55079001200,472,0
2000,55079001300,907,0
2000,55079001400,329,0
2000,55079001500,601,0
2000,55079001600,607,0
2000,55079001700,956,0
2000,55079001800,581,0
2000,55079001900,842,0
2000,55079002000,712,0
2000,55079002100,569,2
2000,55079002200,574,0
2000,55079002300,1133,1
2000,55079002400,536,2
2000,55079002500,553,1
2000,55079002600,833,3
2000,55079002700,608,0
2000,55079002800,573,0
2000,55079002900,665,1
2000,55079003000,1198,0
2000,55079003100,1052,0
2000,55079003200,847,0
2000,55079003300,1148,2
2000,55079003400,1425,0
2000,55079003500,1047,0
2000,55079003600,544,1
2000,55079003700,777,0
2000,55079003800,669,0
2000,55079003900,783,0
2000,55079004000,542,4
2000,55079004100,807,0
2000,55079004200,690,1
2000,55079004300,1468,0
2000,55079004400,461,3
2000,55079004500,643,3
2000,55079004600,766,0
2000,55079004700,1084,3
2000,55079004800,1002,4
2000,55079004900,1204,0
2000,55079005000,1370,0
2000,55079005100,732,0
2000,55079005200,572,0
2000,55079005300,709,0
2000,55079005400,1374,0
2000,55079005500,1209,0
2000,55079005600,779,0
2000,55079005700,853,0
2000,55079005800,967,0
2000,55079005900,914,0
2000,55079006000,522,0
2000,55079006100,571,0
2000,55079006200,582,6
2000,55079006300,608,6
2000,55079006400,604,7
2000,55079006500,652,4
2000,55079006600,800,7
2000,55079006700,338,3
2000,55079006800,657,3
2000,55079006900,538,3
2000,55079007000,606,4
2000,55079007100,475,0
2000,55079007200,778,0
2000,55079007300,546,0
2000,55079007400,425,0
2000,55079007500,723,0
2000,55079007600,372,0
2000,55079007700,487,0
2000,55079007800,549,0
2000,55079007900,394,1
2000,55079008000,425,0
2000,55079008100,286,0
2000,55079008400,325,3
2000,55079008500,291,3
2000,55079008600,329,2
2000,55079008700,345,0
2000,55079008800,445,4
2000,55079008900,321,1
2000,55079009000,453,3
2000,55079009100,549,2
2000,55079009200,368,2
